code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,disability,total_dataplus_clicks,total_dualpane_clicks,total_external_quiz_clicks,total_folder_clicks,total_forum_clicks,total_glossary_clicks,total_homepage_clicks,total_hrml_clicks,total_collaborate_clicks,total_content_clicks,total_elluminate_clicks,total_wiki_clicks,total_page_clicks,total_questionnaire_clicks,total_quiz_clicks,total_repeated_clicks,total_resource_clicks,total_shared_clicks,total_subpage_clicks,total_url_clicks,total_activities,total_clicks,label
BBB,2013-Feb,559180,F,London Region,A Level or Equivalent,60-70%,0-35,N,0,26,2,1,1,0,0,226,1,156,0,0,1,0,0,0,0,61,2,13,90,490,Pass
BBB,2013-Feb,559227,F,West Midlands Region,Lower Than A Level,40-50%,0-35,N,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,7,7,Withdrawn
BBB,2013-Feb,559253,F,Scotland,Lower Than A Level,60-70%,35-55,N,1,10,3,0,2,0,0,864,0,269,0,1,1,0,0,0,0,132,1,3,83,1287,Pass
BBB,2013-Feb,559350,F,South East Region,Lower Than A Level,60-70%,0-35,Y,1,28,2,1,1,0,0,244,0,217,0,0,2,1,0,0,0,102,0,7,75,606,Pass
BBB,2013-Feb,559389,F,South Region,Lower Than A Level,80-90%,0-35,N,1,41,2,1,1,0,0,424,0,111,0,0,0,1,1,0,0,81,1,13,74,678,Pass
BBB,2013-Feb,559425,F,South East Region,Lower Than A Level,40-50%,0-35,N,1,8,4,1,1,0,0,106,0,69,1,0,1,0,0,0,0,31,1,1,33,225,Withdrawn
BBB,2013-Feb,559452,M,South Region,HE Qualification,80-90%,0-35,N,0,47,2,2,0,0,0,95,3,74,0,0,0,1,1,0,0,79,1,33,54,338,Distinction
BBB,2013-Feb,559458,F,South Region,A Level or Equivalent,70-80%,35-55,N,0,131,16,0,2,0,0,241,5,251,0,0,0,3,0,0,0,82,2,43,104,776,Pass
BBB,2013-Feb,559475,F,South East Region,A Level or Equivalent,80-90%,0-35,N,0,94,4,1,1,0,0,218,5,166,0,0,1,0,1,0,0,85,2,19,64,597,Pass
BBB,2013-Feb,559495,F,North Region,A Level or Equivalent,80-90%,35-55,N,0,49,31,0,2,0,0,8976,4,849,0,0,0,3,1,0,0,119,2,18,118,10054,Distinction
BBB,2013-Feb,559595,F,Wales,A Level or Equivalent,80-90%,0-35,N,0,38,5,1,1,0,0,128,0,198,0,0,0,0,1,1,0,72,2,21,66,468,Pass
BBB,2013-Feb,559603,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,N,0,59,37,0,2,0,1,784,10,369,1,0,0,22,0,0,0,146,2,34,123,1467,Pass
BBB,2013-Feb,559606,F,East Midlands Region,HE Qualification,80-90%,35-55,N,1,49,5,0,2,0,1,2067,2,778,0,0,0,45,1,0,0,70,1,24,110,3046,Pass
BBB,2013-Feb,559608,F,East Midlands Region,HE Qualification,30-40%,35-55,N,0,54,13,0,2,0,1,194,0,124,0,0,0,8,0,0,0,74,1,43,85,514,Pass
BBB,2013-Feb,559610,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,N,0,1,0,0,2,0,1,104,0,23,0,1,0,0,0,0,0,1,2,1,23,136,Fail
BBB,2013-Feb,559611,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,0,23,7,1,1,1,0,413,0,227,1,0,0,0,0,0,0,118,2,7,87,801,Pass
BBB,2013-Feb,559651,F,East Midlands Region,A Level or Equivalent,10-20%,0-35,N,0,3,2,1,1,0,1,41,0,30,0,0,0,0,0,0,0,61,2,11,39,153,Pass
BBB,2013-Feb,559697,F,South West Region,A Level or Equivalent,30-40%,0-35,N,0,10,9,1,1,0,0,70,0,46,0,0,0,0,1,0,0,25,2,3,29,168,Withdrawn
BBB,2013-Feb,559744,F,South Region,Post Graduate Qualification,90-100%,35-55,N,0,26,12,0,2,0,0,187,4,124,0,0,0,1,0,1,0,86,1,13,74,457,Pass
BBB,2013-Feb,559808,F,Scotland,Lower Than A Level,40-50%,0-35,N,1,1,0,1,1,0,0,0,0,5,1,1,0,0,0,0,0,1,1,1,11,14,Fail
BBB,2013-Feb,559989,F,Wales,A Level or Equivalent,40-50%,35-55,N,0,21,9,0,2,0,0,6,0,22,1,0,0,0,0,1,0,0,2,13,23,77,Fail
BBB,2013-Feb,560005,F,London Region,A Level or Equivalent,20-30%,0-35,N,0,15,3,1,1,0,0,16,2,11,0,0,0,0,0,0,0,0,2,3,18,54,Withdrawn
BBB,2013-Feb,560012,F,East Midlands Region,Lower Than A Level,0-10%,0-35,N,1,2,0,1,1,0,2,29,0,8,0,0,0,0,0,0,0,29,1,2,16,76,Fail
BBB,2013-Feb,560075,F,South Region,A Level or Equivalent,40-50%,0-35,N,0,158,8,1,1,0,0,41,6,139,1,0,0,1,0,0,0,18,2,81,73,457,Pass
BBB,2013-Feb,560117,M,West Midlands Region,Lower Than A Level,40-50%,0-35,N,1,11,6,2,0,0,0,45,0,98,1,0,0,0,0,0,1,31,1,4,40,201,Withdrawn
BBB,2013-Feb,560160,F,Scotland,Lower Than A Level,20-30%,0-35,N,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,7,7,Fail
BBB,2013-Feb,560170,F,East Midlands Region,HE Qualification,20-30%,35-55,N,0,115,11,0,2,0,1,212,2,229,0,0,0,0,0,0,0,82,1,69,75,724,Pass
BBB,2013-Feb,560185,F,South East Region,A Level or Equivalent,40-50%,35-55,N,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,8,8,Withdrawn
BBB,2013-Feb,560208,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N,1,5,4,2,0,1,0,45,0,41,1,0,0,4,0,0,0,14,1,5,33,124,Fail
BBB,2013-Feb,560319,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N,1,28,3,1,1,1,0,915,0,214,0,0,1,1,0,0,0,73,1,10,87,1250,Pass
BBB,2013-Feb,560335,F,Scotland,Lower Than A Level,90-100%,0-35,N,1,23,5,1,1,0,0,928,0,174,0,1,0,0,0,1,0,19,1,10,38,1165,Withdrawn
BBB,2013-Feb,560455,F,North Region,A Level or Equivalent,0-10%,0-35,N,0,7,2,1,1,0,1,98,0,120,0,0,0,0,0,0,0,99,2,2,49,333,Pass
BBB,2013-Feb,560468,F,South East Region,A Level or Equivalent,70-80%,0-35,N,0,84,4,1,1,0,0,332,0,209,0,0,1,1,0,0,0,68,2,62,104,765,Pass
BBB,2013-Feb,560891,F,South West Region,Lower Than A Level,20-30%,0-35,N,1,0,2,1,1,0,0,28,1,9,0,0,0,1,1,0,0,2,1,1,15,49,Fail
BBB,2013-Feb,560968,F,Wales,HE Qualification,50-60%,35-55,N,0,152,16,0,2,0,0,327,0,341,0,1,0,0,0,1,0,79,1,48,107,968,Distinction
BBB,2013-Feb,560970,M,Wales,HE Qualification,60-70%,35-55,N,0,67,27,1,1,0,0,162,3,221,0,0,1,1,0,1,0,75,1,34,77,595,Pass
BBB,2013-Feb,561138,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,N,0,25,7,0,2,0,0,213,3,175,0,0,0,4,0,0,1,79,2,31,65,542,Pass
BBB,2013-Feb,561161,F,South East Region,HE Qualification,60-70%,0-35,N,0,129,14,1,1,0,0,333,0,136,0,0,2,1,0,0,0,70,1,46,92,734,Distinction
BBB,2013-Feb,561164,M,North Region,A Level or Equivalent,10-20%,0-35,N,1,272,5,2,0,0,0,1137,0,498,0,0,0,6,0,0,0,67,2,49,129,2039,Distinction
BBB,2013-Feb,561166,F,South East Region,A Level or Equivalent,30-40%,35-55,N,0,34,7,0,2,0,0,601,0,290,0,0,1,0,0,0,0,75,2,15,106,1027,Distinction
BBB,2013-Feb,561167,F,South East Region,HE Qualification,80-90%,35-55,N,0,114,15,0,2,0,0,701,0,334,0,0,1,0,1,0,0,76,1,54,105,1299,Pass
BBB,2013-Feb,561343,M,Wales,A Level or Equivalent,70-80%,0-35,N,0,25,4,2,0,0,0,238,0,148,0,0,0,1,0,1,0,64,2,11,77,496,Pass
BBB,2013-Feb,561366,F,South Region,Lower Than A Level,30-40%,35-55,N,1,34,4,0,2,0,0,156,0,35,0,0,0,1,0,0,0,15,1,17,34,266,Withdrawn
BBB,2013-Feb,561437,F,South West Region,A Level or Equivalent,50-60%,35-55,N,0,45,7,0,2,0,0,41,0,107,0,1,0,1,1,0,0,84,2,22,85,313,Pass
BBB,2013-Feb,561444,F,South West Region,Lower Than A Level,0-10%,0-35,N,1,48,5,1,1,0,1,706,1,278,0,0,0,0,1,0,0,83,1,18,94,1145,Pass
BBB,2013-Feb,561445,F,South West Region,A Level or Equivalent,50-60%,35-55,N,0,117,54,0,2,0,0,473,1,284,0,1,0,0,1,0,0,116,2,51,110,1102,Pass
BBB,2013-Feb,561448,F,South West Region,A Level or Equivalent,20-30%,0-35,N,0,15,3,1,1,0,0,132,1,47,0,0,0,0,1,0,0,82,2,2,45,287,Pass
BBB,2013-Feb,561452,F,South West Region,A Level or Equivalent,70-80%,0-35,N,0,50,28,1,1,0,0,709,1,375,0,0,0,1,1,0,0,119,2,36,108,1324,Distinction
BBB,2013-Feb,561455,F,South West Region,A Level or Equivalent,20-30%,0-35,N,0,14,9,1,1,0,0,523,1,130,0,0,0,0,1,0,0,52,2,6,65,740,Pass
BBB,2013-Feb,561458,F,South West Region,HE Qualification,70-80%,0-35,N,0,16,2,1,1,0,0,242,0,126,0,0,0,1,1,0,0,77,1,2,73,470,Pass
BBB,2013-Feb,561459,F,South West Region,A Level or Equivalent,20-30%,35-55,N,0,24,11,0,2,0,0,262,1,120,0,0,0,0,1,0,0,90,2,11,69,524,Distinction
BBB,2013-Feb,561461,F,South West Region,Lower Than A Level,30-40%,0-35,N,1,18,5,1,1,0,0,366,0,139,0,0,0,0,1,0,1,62,1,13,88,609,Pass
BBB,2013-Feb,561711,M,Wales,A Level or Equivalent,50-60%,0-35,N,1,64,21,2,0,0,0,299,0,77,0,1,0,0,0,1,0,52,2,67,60,587,Fail
BBB,2013-Feb,561713,M,Wales,Lower Than A Level,90-100%,0-35,N,1,218,1,2,0,0,0,117,0,185,0,0,0,0,0,2,0,65,1,123,62,715,Pass
BBB,2013-Feb,561715,M,Wales,Lower Than A Level,80-90%,0-35,N,1,20,13,2,0,0,0,85,2,85,0,0,0,0,1,1,0,76,1,1,48,288,Fail
BBB,2013-Feb,561716,F,Wales,Lower Than A Level,80-90%,0-35,N,1,23,1,1,1,0,0,456,0,82,0,0,0,0,1,1,0,67,1,9,54,644,Pass
BBB,2013-Feb,561718,M,Wales,Lower Than A Level,80-90%,0-35,N,1,5,3,2,0,0,0,25,0,8,0,0,0,0,1,1,0,0,1,1,13,48,Fail
BBB,2013-Feb,562465,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N,1,111,9,1,1,0,1,125,0,167,0,0,0,0,0,0,1,71,1,84,110,573,Pass
BBB,2013-Feb,562489,F,North Western Region,HE Qualification,10-20%,0-35,N,0,52,3,1,1,0,0,936,0,207,1,0,0,0,0,0,0,73,1,10,86,1285,Distinction
BBB,2013-Feb,562494,M,Wales,Lower Than A Level,70-80%,35-55,N,1,9,1,1,1,0,0,27,0,7,0,0,2,1,0,1,0,2,1,12,25,66,Withdrawn
BBB,2013-Feb,562495,M,Wales,A Level or Equivalent,20-30%,0-35,Y,0,42,13,2,0,0,0,237,1,126,0,0,0,0,0,1,0,91,1,18,67,532,Fail
BBB,2013-Feb,563157,F,London Region,A Level or Equivalent,30-40%,35-55,N,0,0,1,0,2,0,0,16,1,9,0,0,0,0,0,0,0,16,2,1,14,48,Withdrawn
BBB,2013-Feb,563330,M,London Region,A Level or Equivalent,40-50%,35-55,N,0,3,4,1,1,0,0,384,1,185,1,0,0,0,0,0,0,89,2,26,74,697,Pass
BBB,2013-Feb,563363,F,London Region,A Level or Equivalent,60-70%,0-35,N,0,49,15,1,1,0,0,43,1,111,0,0,1,0,0,0,0,73,2,14,42,311,Pass
BBB,2013-Feb,563874,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,106,17,1,1,0,2,1997,7,354,0,0,0,2,0,0,0,160,2,62,128,2711,Distinction
BBB,2013-Feb,563877,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,0,31,4,1,1,0,1,670,1,103,0,0,0,1,0,0,0,66,2,17,77,898,Pass
BBB,2013-Feb,563878,F,East Midlands Region,HE Qualification,50-60%,35-55,N,0,207,55,0,2,0,1,1386,0,360,0,1,0,2,0,0,0,117,1,41,118,2173,Pass
BBB,2013-Feb,563879,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,0,12,1,1,1,0,1,154,0,76,1,0,0,0,0,0,0,63,2,14,54,326,Pass
BBB,2013-Feb,565870,F,North Western Region,HE Qualification,30-40%,35-55,N,0,54,21,0,2,0,0,358,2,136,1,0,0,0,0,0,0,80,1,26,80,681,Fail
BBB,2013-Feb,1008675,F,East Anglian Region,Lower Than A Level,90-100%,35-55,N,1,63,15,0,2,1,0,867,0,569,0,0,0,2,0,1,0,158,1,57,113,1737,Pass
BBB,2013-Feb,1098728,F,South Region,Lower Than A Level,50-60%,35-55,N,1,33,6,0,2,0,0,111,0,102,0,1,0,2,0,0,0,78,1,10,62,347,Fail
BBB,2013-Feb,1413989,F,Scotland,HE Qualification,80-90%,35-55,N,0,10,4,0,2,0,0,22,0,14,0,1,1,0,1,0,0,0,1,7,17,63,Withdrawn
BBB,2013-Feb,1436591,M,Scotland,A Level or Equivalent,10-20%,35-55,Y,0,27,12,1,1,0,0,627,0,463,0,1,0,0,0,0,0,102,1,32,97,1267,Distinction
BBB,2013-Feb,1480800,F,East Anglian Region,Lower Than A Level,70-80%,35-55,N,1,16,8,0,2,1,0,269,0,120,0,0,0,2,0,0,0,99,1,16,76,535,Pass
BBB,2013-Feb,1493476,M,Wales,HE Qualification,70-80%,35-55,N,0,97,8,1,1,0,0,80,0,78,0,0,3,1,0,1,0,45,1,34,58,350,Pass
BBB,2013-Feb,1521540,F,South Region,A Level or Equivalent,90-100%,35-55,N,0,86,31,0,2,0,0,3769,3,591,0,0,0,2,0,1,0,78,2,33,127,4598,Distinction
BBB,2013-Feb,1536591,F,London Region,Lower Than A Level,10-20%,35-55,N,1,79,14,0,2,0,0,213,1,105,0,0,0,0,0,0,0,55,1,27,50,498,Withdrawn
BBB,2013-Feb,1574398,F,Scotland,A Level or Equivalent,30-40%,35-55,N,0,167,49,0,2,0,0,5628,1,1167,0,1,0,0,0,0,0,150,2,31,140,7198,Distinction
BBB,2013-Feb,1659662,F,London Region,A Level or Equivalent,90-100%,35-55,N,0,29,5,0,2,0,0,1098,1,249,0,0,0,0,0,1,0,71,2,12,84,1470,Pass
BBB,2013-Feb,1678401,F,East Midlands Region,Lower Than A Level,60-70%,35-55,N,1,190,18,0,2,0,1,358,5,122,0,0,1,1,0,0,0,64,1,113,79,877,Pass
BBB,2013-Feb,1721462,F,East Anglian Region,Lower Than A Level,80-90%,35-55,Y,1,78,17,0,2,1,0,157,1,127,0,0,0,2,1,0,0,63,0,34,78,484,Pass
BBB,2013-Feb,1728437,F,West Midlands Region,A Level or Equivalent,80-90%,35-55,N,0,108,5,0,2,0,0,109,0,100,0,0,0,1,1,0,1,86,2,51,54,466,Pass
BBB,2013-Feb,1730702,F,North Western Region,Lower Than A Level,70-80%,35-55,N,1,19,5,0,2,0,0,315,0,53,1,0,0,1,0,0,0,14,1,4,49,416,Withdrawn
BBB,2013-Feb,1747892,F,Ireland,Lower Than A Level,50-60%,35-55,N,1,385,25,0,2,0,0,409,0,604,0,1,0,0,0,0,0,80,1,234,152,1742,Distinction
BBB,2013-Feb,1753965,M,South East Region,A Level or Equivalent,0-10%,0-35,N,0,52,10,2,0,0,1,1948,5,820,0,0,1,1,0,0,0,104,2,35,117,2981,Pass
BBB,2013-Feb,1770733,F,Wales,HE Qualification,50-60%,35-55,N,0,119,9,0,2,0,0,128,0,175,0,1,0,0,0,1,0,104,1,38,85,578,Pass
BBB,2013-Feb,1771053,F,West Midlands Region,Lower Than A Level,80-90%,35-55,N,1,18,12,0,2,0,0,181,1,45,0,0,0,1,1,0,1,3,1,16,36,283,Withdrawn
BBB,2013-Feb,1776925,M,Yorkshire Region,HE Qualification,60-70%,35-55,N,0,28,12,1,1,0,0,21,0,40,0,0,1,0,0,0,0,44,1,11,35,160,Fail
BBB,2013-Feb,1789199,F,Yorkshire Region,Lower Than A Level,40-50%,35-55,N,1,273,53,0,2,0,0,86,0,414,1,0,0,1,0,0,0,85,1,313,115,1230,Pass
BBB,2013-Feb,1797614,M,South Region,HE Qualification,20-30%,35-55,N,0,18,2,1,1,0,0,280,1,210,0,0,0,1,0,0,0,62,1,14,85,591,Distinction
BBB,2013-Feb,1847146,F,London Region,Lower Than A Level,10-20%,35-55,N,1,55,11,0,2,0,0,502,2,261,0,0,0,2,0,0,0,70,1,29,100,936,Pass
BBB,2013-Feb,1858523,F,South East Region,A Level or Equivalent,0-10%,0-35,N,0,7,7,1,1,0,1,63,0,70,0,0,1,0,0,0,0,80,2,2,50,235,Withdrawn
BBB,2013-Feb,1903527,F,East Anglian Region,Lower Than A Level,90-100%,35-55,N,1,77,31,0,2,1,0,582,1,420,0,0,0,3,0,1,0,130,1,80,120,1330,Distinction
BBB,2013-Feb,1904710,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,Y,1,2,1,0,2,0,0,89,0,42,0,0,0,0,0,0,0,3,0,2,22,142,Withdrawn
BBB,2013-Feb,1912438,F,South West Region,Lower Than A Level,30-40%,35-55,N,1,138,36,0,2,0,0,906,12,206,0,0,0,2,1,0,0,75,1,36,113,1416,Pass
BBB,2013-Feb,1923618,F,South East Region,HE Qualification,50-60%,35-55,N,0,70,12,0,2,0,0,3870,0,632,0,1,1,0,0,0,0,95,1,40,116,4724,Distinction
BBB,2013-Feb,1930254,F,London Region,A Level or Equivalent,50-60%,35-55,N,0,5,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,9,14,Fail
BBB,2013-Feb,1930367,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,N,0,49,5,0,2,0,1,173,4,76,0,0,0,2,0,1,0,53,2,18,61,386,Distinction
BBB,2013-Feb,1937864,F,Scotland,A Level or Equivalent,50-60%,35-55,N,0,3,0,0,2,0,0,6,0,15,0,2,0,0,0,0,0,73,2,1,21,104,Pass
BBB,2013-Feb,1971393,F,West Midlands Region,Lower Than A Level,30-40%,35-55,N,1,41,20,0,2,0,0,592,1,315,0,0,0,3,0,0,1,98,1,15,100,1090,Pass
BBB,2013-Feb,1993672,F,West Midlands Region,Lower Than A Level,0-10%,35-55,Y,1,20,21,0,2,0,1,708,18,55,0,0,0,2,0,0,1,29,0,11,46,869,Withdrawn
BBB,2013-Feb,1997796,F,North Region,A Level or Equivalent,10-20%,35-55,N,0,12,1,0,2,0,0,138,0,120,0,0,0,0,0,0,1,125,2,6,70,407,Distinction
BBB,2013-Feb,2019837,F,North Western Region,A Level or Equivalent,20-30%,35-55,N,0,44,16,0,2,0,0,90,1,78,1,0,0,0,0,0,0,32,2,6,44,272,Withdrawn
BBB,2013-Feb,2023366,F,South East Region,Lower Than A Level,60-70%,35-55,N,1,84,12,0,2,0,0,692,0,377,0,0,2,0,0,0,0,89,1,44,107,1304,Pass
BBB,2013-Feb,2034350,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,N,0,23,7,1,1,0,0,1254,0,537,0,0,0,1,0,0,0,54,2,10,30,1890,Withdrawn
BBB,2013-Feb,2035022,F,London Region,Lower Than A Level,10-20%,35-55,Y,1,5,0,0,2,0,0,13,1,24,0,0,0,0,0,0,0,64,0,8,32,118,Pass
BBB,2013-Feb,2076177,F,London Region,HE Qualification,30-40%,35-55,N,0,7,3,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,10,18,Withdrawn
BBB,2013-Feb,2092834,F,South Region,A Level or Equivalent,60-70%,0-35,N,0,48,16,1,1,0,0,4683,1,397,0,0,1,1,0,0,0,29,2,11,70,5191,Pass
BBB,2013-Feb,2097916,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,N,0,86,26,0,2,0,0,3623,2,1139,0,0,0,0,0,0,0,112,2,50,130,5042,Distinction
BBB,2013-Feb,2132811,F,West Midlands Region,Lower Than A Level,10-20%,0-35,Y,1,89,20,1,1,0,0,444,0,171,0,0,0,1,0,0,1,92,0,46,117,867,Pass
BBB,2013-Feb,2173572,F,North Western Region,Lower Than A Level,20-30%,0-35,N,1,26,1,1,1,0,0,223,1,97,1,0,0,0,0,0,0,62,1,14,65,429,Pass
BBB,2013-Feb,2205383,F,North Western Region,A Level or Equivalent,40-50%,35-55,N,0,352,10,0,2,0,0,1262,0,1320,2,0,0,0,0,0,0,213,2,188,143,3351,Fail
BBB,2013-Feb,2210318,M,Wales,A Level or Equivalent,50-60%,35-55,N,0,13,0,1,1,0,0,5,0,30,0,1,0,0,0,1,0,36,2,8,28,98,Distinction
BBB,2013-Feb,2216178,F,East Anglian Region,HE Qualification,70-80%,35-55,N,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,8,8,Fail
BBB,2013-Feb,2231614,F,South Region,A Level or Equivalent,90-100%,35-55,Y,0,119,36,0,2,0,0,767,4,259,0,0,0,1,0,1,0,106,1,34,127,1330,Distinction
BBB,2013-Feb,2236738,M,Scotland,HE Qualification,30-40%,35-55,N,0,37,6,1,1,0,0,512,0,262,0,1,0,2,0,0,0,89,1,43,105,955,Distinction
BBB,2013-Feb,2243551,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N,1,3,2,1,1,1,0,0,0,20,0,0,1,0,0,0,0,91,1,2,25,124,Fail
BBB,2013-Feb,2244724,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,N,0,41,4,0,2,1,0,73,0,64,0,0,0,1,0,0,0,84,2,6,51,278,Fail
BBB,2013-Feb,2249372,F,South Region,A Level or Equivalent,50-60%,35-55,N,0,240,53,0,2,0,0,2262,3,1048,0,1,0,1,0,0,0,202,2,159,138,3973,Pass
BBB,2013-Feb,2254619,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,N,0,13,6,0,2,1,0,1004,1,247,0,0,0,0,1,0,0,88,2,7,94,1372,Pass
BBB,2013-Feb,2265234,F,South West Region,Lower Than A Level,50-60%,35-55,N,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,7,7,Withdrawn
BBB,2013-Feb,2269480,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,0,24,5,1,1,1,0,118,0,90,0,1,0,0,0,0,0,66,2,20,61,329,Distinction
BBB,2013-Feb,2273828,F,North Western Region,A Level or Equivalent,10-20%,0-35,N,1,180,16,1,1,0,0,376,2,499,1,0,0,0,0,0,0,183,2,121,97,1383,Withdrawn
BBB,2013-Feb,2279538,F,South West Region,A Level or Equivalent,50-60%,35-55,N,0,0,3,0,2,0,0,48,0,5,0,1,0,0,1,0,0,0,2,1,13,63,Fail
BBB,2013-Feb,2280038,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,N,1,0,2,2,0,0,0,52,0,13,0,1,0,0,0,0,0,1,1,12,21,85,Fail
BBB,2013-Feb,2288607,F,South East Region,Lower Than A Level,50-60%,35-55,N,1,47,15,0,2,0,0,615,0,305,0,1,1,0,0,0,0,73,1,8,102,1069,Distinction
BBB,2013-Feb,2290090,F,South East Region,Lower Than A Level,30-40%,0-35,N,1,12,4,1,1,0,0,192,2,133,0,0,1,1,0,0,0,58,1,1,61,408,Pass
BBB,2013-Feb,2291598,F,South Region,A Level or Equivalent,80-90%,35-55,Y,0,71,28,0,2,0,0,1089,5,329,0,0,0,2,1,0,0,89,1,44,124,1661,Pass
BBB,2013-Feb,2293443,F,South East Region,Lower Than A Level,30-40%,35-55,Y,1,135,26,0,2,0,0,818,0,729,0,0,1,0,0,0,0,87,0,113,144,1912,Distinction
BBB,2013-Feb,2296749,F,West Midlands Region,Lower Than A Level,60-70%,35-55,N,1,36,8,0,2,0,0,58,0,62,0,0,1,1,0,0,1,115,1,24,42,310,Pass
BBB,2013-Feb,2300911,F,South West Region,Lower Than A Level,70-80%,35-55,N,1,14,11,0,2,0,0,270,1,82,0,0,2,2,1,0,0,40,1,5,44,432,Withdrawn
BBB,2013-Feb,2301111,F,Scotland,HE Qualification,10-20%,0-35,N,0,0,0,1,1,0,0,8,0,6,0,1,0,0,0,0,0,0,1,2,10,20,Withdrawn
BBB,2013-Feb,2302925,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,N,0,30,8,0,2,1,0,1485,0,311,0,0,0,1,0,0,0,24,2,17,53,1881,Withdrawn
BBB,2013-Feb,2303034,F,South West Region,A Level or Equivalent,20-30%,35-55,Y,0,6,2,0,2,0,0,98,1,51,0,0,0,1,1,0,0,1,1,24,34,188,Fail
BBB,2013-Feb,2303848,M,Ireland,Lower Than A Level,30-40%,35-55,N,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,7,7,Withdrawn
BBB,2013-Feb,2308528,M,Scotland,A Level or Equivalent,10-20%,0-35,N,0,22,7,2,0,0,0,207,0,240,0,1,0,0,0,0,0,108,2,26,71,615,Pass
BBB,2013-Feb,2322046,F,South Region,HE Qualification,90-100%,35-55,Y,0,5,0,0,2,0,0,117,0,81,0,0,0,1,0,1,0,16,0,3,22,226,Withdrawn
BBB,2013-Feb,2322342,F,South West Region,HE Qualification,30-40%,35-55,N,0,145,4,0,2,0,0,272,0,325,0,0,0,1,1,0,0,131,1,69,111,951,Distinction
BBB,2013-Feb,2327072,F,Wales,HE Qualification,50-60%,0-35,N,0,0,0,1,1,0,0,279,0,96,0,1,0,0,0,1,0,63,1,2,55,445,Pass
BBB,2013-Feb,2336550,F,West Midlands Region,HE Qualification,0-10%,35-55,N,0,27,14,0,2,0,1,186,3,72,0,0,0,0,0,0,1,95,1,16,62,418,Pass
BBB,2013-Feb,2340190,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,7,7,Fail
BBB,2013-Feb,2366070,F,South East Region,HE Qualification,30-40%,0-35,N,0,30,7,1,1,0,0,91,0,65,0,0,1,0,0,0,0,21,1,10,36,228,Withdrawn
BBB,2013-Feb,2375144,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N,1,1,3,1,1,1,0,620,0,85,1,0,0,0,0,0,0,42,1,1,33,758,Withdrawn
BBB,2013-Feb,2376628,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,N,0,37,6,0,2,0,0,41,8,65,0,0,0,0,0,0,1,97,2,23,49,282,Pass
BBB,2013-Feb,2377567,F,South West Region,HE Qualification,50-60%,35-55,N,0,86,39,0,2,0,0,598,0,334,0,1,0,1,1,0,0,82,1,50,133,1195,Distinction
BBB,2013-Feb,2380539,F,East Midlands Region,No Formal quals,0-10%,0-35,N,0,187,14,1,1,0,2,190,0,268,0,0,0,1,0,0,0,87,1,74,97,826,Pass
BBB,2013-Feb,2384819,F,Scotland,HE Qualification,0-10%,35-55,N,0,15,2,0,2,0,1,144,0,92,0,1,0,0,0,0,0,54,1,3,60,315,Distinction
BBB,2013-Feb,2395222,F,Wales,HE Qualification,0-10%,35-55,N,0,4,1,0,2,0,1,69,3,44,0,0,0,0,0,1,0,14,1,2,19,142,Fail
BBB,2013-Feb,2415962,M,Scotland,A Level or Equivalent,0-10%,35-55,Y,0,8,6,1,1,0,1,0,0,15,0,1,0,0,0,0,0,1,1,5,11,40,Withdrawn
BBB,2013-Feb,2418877,F,Ireland,Lower Than A Level,0-10%,0-35,Y,1,23,1,1,1,0,1,312,0,122,0,0,0,0,0,0,0,25,0,11,33,498,Withdrawn
